t,x,y
2.29E+01,-7.06E-01,-1.10E+00
2.32E+01,-7.06E-01,-1.10E+00
2.36E+01,-7.06E-01,-1.11E+00
2.39E+01,-7.06E-01,-1.12E+00
2.43E+01,-7.06E-01,-1.13E+00
2.46E+01,-7.02E-01,-1.15E+00
2.50E+01,-6.98E-01,-1.11E+00
2.54E+01,-6.98E-01,-1.08E+00
2.57E+01,-7.02E-01,-1.05E+00
2.61E+01,-6.98E-01,-1.01E+00
2.64E+01,-6.98E-01,-9.86E-01
2.68E+01,-6.98E-01,-9.62E-01
2.71E+01,-6.90E-01,-9.31E-01
2.75E+01,-6.86E-01,-9.03E-01
2.78E+01,-6.94E-01,-8.71E-01
2.82E+01,-6.90E-01,-8.47E-01
2.85E+01,-6.90E-01,-8.12E-01
2.89E+01,-6.86E-01,-7.84E-01
2.92E+01,-6.82E-01,-7.56E-01
2.96E+01,-6.90E-01,-7.28E-01
2.99E+01,-6.90E-01,-6.92E-01
3.03E+01,-6.94E-01,-6.69E-01
3.06E+01,-6.94E-01,-6.41E-01
3.10E+01,-6.94E-01,-6.09E-01
3.13E+01,-6.94E-01,-5.77E-01
3.17E+01,-6.86E-01,-5.50E-01
3.20E+01,-6.94E-01,-5.22E-01
3.24E+01,-6.90E-01,-5.22E-01
3.27E+01,-6.98E-01,-5.26E-01
3.31E+01,-6.98E-01,-5.42E-01
3.35E+01,-7.06E-01,-5.46E-01
3.38E+01,-7.02E-01,-5.61E-01
3.42E+01,-7.02E-01,-5.69E-01
3.45E+01,-7.06E-01,-5.81E-01
3.49E+01,-7.06E-01,-5.93E-01
3.52E+01,-7.06E-01,-6.01E-01
3.56E+01,-7.06E-01,-6.17E-01
3.59E+01,-7.14E-01,-6.25E-01
3.63E+01,-7.14E-01,-6.37E-01
3.66E+01,-7.22E-01,-6.53E-01
3.70E+01,-7.22E-01,-6.61E-01
3.73E+01,-7.30E-01,-6.69E-01
3.77E+01,-7.26E-01,-6.81E-01
3.80E+01,-7.26E-01,-6.88E-01
3.84E+01,-7.26E-01,-7.00E-01
3.87E+01,-7.22E-01,-7.12E-01
3.91E+01,-7.22E-01,-7.20E-01
3.94E+01,-7.22E-01,-7.32E-01
3.98E+01,-7.22E-01,-7.32E-01
4.01E+01,-7.26E-01,-7.44E-01
4.05E+01,-7.26E-01,-7.56E-01
4.08E+01,-7.30E-01,-7.60E-01
4.12E+01,-7.30E-01,-7.80E-01
4.15E+01,-7.38E-01,-7.80E-01
4.19E+01,-7.38E-01,-7.92E-01
4.23E+01,-7.38E-01,-8.12E-01
4.26E+01,-7.42E-01,-8.16E-01
4.30E+01,-7.42E-01,-8.23E-01
4.33E+01,-7.50E-01,-8.31E-01
4.37E+01,-7.42E-01,-8.00E-01
4.40E+01,-7.34E-01,-7.76E-01
4.44E+01,-7.30E-01,-7.44E-01
4.47E+01,-7.30E-01,-7.12E-01
4.51E+01,-7.52E-01,-6.83E-01
4.54E+01,-7.55E-01,-6.54E-01
4.58E+01,-7.50E-01,-6.28E-01
4.61E+01,-7.46E-01,-6.10E-01
4.65E+01,-7.46E-01,-5.83E-01
4.68E+01,-7.43E-01,-5.54E-01
4.72E+01,-7.48E-01,-5.30E-01
4.75E+01,-7.50E-01,-5.03E-01
4.79E+01,-7.50E-01,-4.72E-01
4.82E+01,-7.48E-01,-4.43E-01
4.86E+01,-7.48E-01,-4.14E-01
4.89E+01,-7.50E-01,-3.90E-01
4.93E+01,-7.41E-01,-3.56E-01
4.96E+01,-7.41E-01,-3.23E-01
5.00E+01,-7.39E-01,-2.94E-01
5.04E+01,-7.32E-01,-2.69E-01
5.07E+01,-7.37E-01,-2.74E-01
5.11E+01,-7.34E-01,-2.87E-01
5.14E+01,-7.39E-01,-2.92E-01
5.18E+01,-7.46E-01,-3.03E-01
5.21E+01,-7.48E-01,-3.16E-01
5.25E+01,-7.48E-01,-3.27E-01
5.28E+01,-7.55E-01,-3.32E-01
5.32E+01,-7.57E-01,-3.43E-01
5.35E+01,-7.59E-01,-3.47E-01
5.39E+01,-7.61E-01,-3.63E-01
5.42E+01,-7.55E-01,-3.81E-01
5.46E+01,-7.55E-01,-3.92E-01
5.49E+01,-7.66E-01,-4.01E-01
5.53E+01,-7.66E-01,-4.14E-01
5.56E+01,-7.70E-01,-4.21E-01
5.60E+01,-7.70E-01,-4.25E-01
5.63E+01,-7.72E-01,-4.36E-01
5.67E+01,-7.59E-01,-4.47E-01
5.70E+01,-7.57E-01,-4.54E-01
5.74E+01,-7.61E-01,-4.65E-01
5.77E+01,-7.63E-01,-4.74E-01
5.81E+01,-7.63E-01,-4.81E-01
5.85E+01,-7.63E-01,-4.90E-01
5.88E+01,-7.59E-01,-4.94E-01
5.92E+01,-7.57E-01,-5.05E-01
5.95E+01,-7.55E-01,-5.19E-01
5.99E+01,-7.57E-01,-5.30E-01
6.02E+01,-7.59E-01,-5.48E-01
6.06E+01,-7.61E-01,-5.48E-01
6.09E+01,-7.59E-01,-5.59E-01
6.13E+01,-7.59E-01,-5.70E-01
6.16E+01,-7.63E-01,-5.85E-01
6.20E+01,-7.61E-01,-5.94E-01
6.23E+01,-7.59E-01,-6.05E-01
6.27E+01,-7.66E-01,-5.92E-01
6.30E+01,-7.63E-01,-5.72E-01
6.34E+01,-7.59E-01,-5.41E-01
6.37E+01,-7.57E-01,-5.05E-01
6.41E+01,-7.63E-01,-4.76E-01
6.44E+01,-7.61E-01,-4.50E-01
6.48E+01,-7.57E-01,-4.21E-01
6.51E+01,-7.55E-01,-3.94E-01
6.55E+01,-7.57E-01,-3.63E-01
6.58E+01,-7.63E-01,-3.41E-01
6.62E+01,-7.66E-01,-3.09E-01
6.65E+01,-7.66E-01,-2.80E-01
6.69E+01,-7.66E-01,-2.49E-01
6.73E+01,-7.68E-01,-2.20E-01
6.76E+01,-7.66E-01,-1.96E-01
6.80E+01,-7.59E-01,-1.65E-01
6.83E+01,-7.59E-01,-1.40E-01
6.87E+01,-7.57E-01,-1.05E-01
6.90E+01,-7.63E-01,-6.90E-02
6.94E+01,-7.68E-01,-3.78E-02
6.97E+01,-7.66E-01,-1.56E-02
7.01E+01,-7.61E-01,1.34E-02
7.04E+01,-7.61E-01,8.90E-03
7.08E+01,-7.70E-01,2.23E-03
7.11E+01,-7.68E-01,-1.56E-02
7.15E+01,-7.70E-01,-2.23E-02
7.18E+01,-7.70E-01,-4.01E-02
7.22E+01,-7.70E-01,-5.34E-02
7.25E+01,-7.66E-01,-6.23E-02
7.29E+01,-7.66E-01,-7.79E-02
7.32E+01,-7.63E-01,-8.68E-02
7.36E+01,-7.70E-01,-1.00E-01
7.39E+01,-7.68E-01,-1.09E-01
7.43E+01,-7.61E-01,-1.14E-01
7.46E+01,-7.63E-01,-1.29E-01
7.50E+01,-7.57E-01,-1.34E-01
7.54E+01,-7.63E-01,-1.47E-01
7.57E+01,-7.61E-01,-1.60E-01
7.61E+01,-7.61E-01,-1.71E-01
7.64E+01,-7.57E-01,-1.78E-01
7.68E+01,-7.57E-01,-1.94E-01
7.71E+01,-7.57E-01,-1.98E-01
7.75E+01,-7.57E-01,-2.11E-01
7.78E+01,-7.57E-01,-2.23E-01
7.82E+01,-7.52E-01,-2.31E-01
7.85E+01,-7.48E-01,-2.43E-01
7.89E+01,-7.48E-01,-2.52E-01
7.92E+01,-7.46E-01,-2.60E-01
7.96E+01,-7.48E-01,-2.69E-01
7.99E+01,-7.48E-01,-2.74E-01
8.03E+01,-7.41E-01,-2.92E-01
8.06E+01,-7.48E-01,-2.98E-01
8.10E+01,-7.48E-01,-3.07E-01
8.13E+01,-7.55E-01,-3.16E-01
8.17E+01,-7.52E-01,-3.25E-01
8.20E+01,-7.55E-01,-3.34E-01
8.24E+01,-7.55E-01,-3.43E-01
8.27E+01,-7.57E-01,-3.52E-01
8.31E+01,-7.57E-01,-3.63E-01
8.35E+01,-7.57E-01,-3.76E-01
8.38E+01,-7.59E-01,-3.76E-01
8.42E+01,-7.57E-01,-3.94E-01
8.45E+01,-7.66E-01,-3.78E-01
8.49E+01,-7.68E-01,-3.52E-01
8.52E+01,-7.75E-01,-3.27E-01
8.56E+01,-7.81E-01,-2.96E-01
8.59E+01,-7.79E-01,-2.72E-01
8.63E+01,-7.75E-01,-2.40E-01
8.66E+01,-7.83E-01,-2.07E-01
8.70E+01,-7.88E-01,-1.76E-01
8.73E+01,-7.86E-01,-1.47E-01
8.77E+01,-7.81E-01,-1.22E-01
8.80E+01,-7.88E-01,-1.00E-01
8.84E+01,-7.72E-01,-7.79E-02
8.87E+01,-7.75E-01,-3.78E-02
8.91E+01,-7.83E-01,-1.34E-02
8.94E+01,-7.83E-01,6.68E-03
8.98E+01,-7.83E-01,3.56E-02
9.01E+01,-7.88E-01,6.90E-02
9.05E+01,-7.77E-01,8.90E-02
9.08E+01,-7.83E-01,1.18E-01
9.12E+01,-7.77E-01,1.51E-01
9.15E+01,-7.83E-01,1.80E-01
9.19E+01,-7.83E-01,2.09E-01
9.23E+01,-7.81E-01,2.27E-01
9.26E+01,-7.83E-01,2.63E-01
9.30E+01,-7.86E-01,2.96E-01
