t,x,y
8.73E+01,1.29E+00,1.50E-01
8.77E+01,1.29E+00,1.44E-01
8.80E+01,1.29E+00,1.33E-01
8.84E+01,1.29E+00,1.20E-01
8.87E+01,1.29E+00,1.11E-01
8.91E+01,1.29E+00,1.09E-01
8.94E+01,1.29E+00,1.01E-01
8.98E+01,1.29E+00,9.83E-02
9.01E+01,1.29E+00,9.04E-02
9.05E+01,1.29E+00,7.63E-02
9.08E+01,1.30E+00,7.00E-02
9.12E+01,1.30E+00,6.53E-02
9.15E+01,1.30E+00,5.28E-02
9.19E+01,1.31E+00,4.34E-02
9.23E+01,1.31E+00,3.71E-02
9.26E+01,1.31E+00,3.24E-02
9.30E+01,1.31E+00,2.77E-02
9.33E+01,1.30E+00,1.83E-02
9.37E+01,1.30E+00,1.20E-02
9.40E+01,1.31E+00,5.71E-03
9.44E+01,1.31E+00,-5.28E-03
9.47E+01,1.31E+00,-1.31E-02
9.51E+01,1.30E+00,-2.57E-02
9.54E+01,1.30E+00,-3.51E-02
9.58E+01,1.30E+00,-4.29E-02
9.61E+01,1.30E+00,-4.92E-02
9.65E+01,1.30E+00,-5.70E-02
9.68E+01,1.30E+00,-6.18E-02
9.72E+01,1.30E+00,-7.12E-02
9.75E+01,1.30E+00,-7.90E-02
9.79E+01,1.29E+00,-8.69E-02
9.82E+01,1.29E+00,-9.47E-02
9.86E+01,1.29E+00,-1.01E-01
9.89E+01,1.29E+00,-1.14E-01
9.93E+01,1.30E+00,-1.20E-01
9.96E+01,1.30E+00,-1.25E-01
1.00E+02,1.30E+00,-1.34E-01
1.00E+02,1.30E+00,-1.42E-01
1.01E+02,1.30E+00,-1.50E-01
1.01E+02,1.30E+00,-1.57E-01
1.01E+02,1.31E+00,-1.62E-01
1.02E+02,1.31E+00,-1.78E-01
1.02E+02,1.31E+00,-1.89E-01
1.02E+02,1.31E+00,-1.90E-01
1.03E+02,1.31E+00,-1.95E-01
1.03E+02,1.31E+00,-2.06E-01
1.04E+02,1.31E+00,-2.15E-01
1.04E+02,1.31E+00,-2.23E-01
1.04E+02,1.32E+00,-2.12E-01
1.05E+02,1.31E+00,-1.87E-01
1.05E+02,1.32E+00,-1.46E-01
1.05E+02,1.32E+00,-1.14E-01
1.06E+02,1.32E+00,-8.37E-02
1.06E+02,1.33E+00,-4.92E-02
1.06E+02,1.33E+00,-1.94E-02
1.07E+02,1.33E+00,-5.69E-04
1.07E+02,1.33E+00,2.45E-02
1.07E+02,1.33E+00,6.22E-02
1.08E+02,1.33E+00,8.73E-02
1.08E+02,1.33E+00,1.06E-01
1.08E+02,1.32E+00,1.47E-01
1.09E+02,1.32E+00,1.75E-01
1.09E+02,1.32E+00,2.00E-01
1.10E+02,1.32E+00,2.36E-01
1.10E+02,1.32E+00,2.69E-01
1.10E+02,1.31E+00,3.04E-01
1.11E+02,-6.08E-03,-1.23E+00
1.11E+02,-4.11E-03,-1.22E+00
1.12E+02,-4.11E-03,-1.19E+00
1.12E+02,-8.06E-03,-1.16E+00
1.12E+02,-8.06E-03,-1.14E+00
1.13E+02,-1.20E-02,-1.12E+00
1.13E+02,-8.06E-03,-1.10E+00
1.13E+02,-8.06E-03,-1.08E+00
1.14E+02,-1.40E-02,-1.07E+00
1.14E+02,-1.40E-02,-1.03E+00
1.14E+02,-1.60E-02,-9.93E-01
1.15E+02,-1.60E-02,-9.69E-01
1.15E+02,-1.79E-02,-9.49E-01
1.15E+02,-1.60E-02,-9.31E-01
1.16E+02,-1.99E-02,-9.14E-01
1.16E+02,-2.78E-02,-8.82E-01
1.17E+02,-2.59E-02,-8.54E-01
1.17E+02,-3.18E-02,-8.23E-01
1.17E+02,-2.39E-02,-8.01E-01
1.18E+02,-2.39E-02,-7.81E-01
1.18E+02,-1.99E-02,-7.71E-01
