t,x,y
1.58E+01,9.75E-01,7.16E-02
1.62E+01,9.82E-01,4.66E-02
1.65E+01,9.85E-01,1.91E-02
1.69E+01,9.90E-01,-5.86E-03
1.73E+01,9.90E-01,-3.08E-02
1.76E+01,9.90E-01,-5.83E-02
1.80E+01,9.87E-01,-8.58E-02
1.83E+01,9.82E-01,-1.18E-01
1.87E+01,9.75E-01,-1.48E-01
1.90E+01,9.80E-01,-1.73E-01
1.94E+01,9.87E-01,-2.08E-01
1.97E+01,9.80E-01,-2.31E-01
2.01E+01,9.87E-01,-2.58E-01
2.04E+01,9.95E-01,-2.83E-01
2.08E+01,9.90E-01,-3.21E-01
2.11E+01,9.90E-01,-3.41E-01
2.15E+01,9.92E-01,-3.66E-01
2.18E+01,9.92E-01,-4.06E-01
2.22E+01,9.95E-01,-4.28E-01
2.25E+01,9.95E-01,-4.48E-01
2.29E+01,1.00E+00,-4.78E-01
2.32E+01,9.92E-01,-5.11E-01
2.36E+01,9.90E-01,-5.33E-01
2.39E+01,9.90E-01,-5.63E-01
2.43E+01,9.90E-01,-5.88E-01
2.46E+01,9.80E-01,-6.13E-01
2.50E+01,9.80E-01,-5.56E-01
2.54E+01,9.80E-01,-5.11E-01
2.57E+01,9.82E-01,-4.68E-01
2.61E+01,9.80E-01,-4.28E-01
2.64E+01,9.75E-01,-3.73E-01
2.68E+01,9.85E-01,-3.26E-01
2.71E+01,9.85E-01,-2.73E-01
2.75E+01,9.87E-01,-2.33E-01
2.78E+01,9.92E-01,-1.91E-01
2.82E+01,9.90E-01,-1.41E-01
2.85E+01,9.95E-01,-9.33E-02
2.89E+01,9.92E-01,-4.83E-02
2.92E+01,9.85E-01,1.64E-03
2.96E+01,9.92E-01,4.91E-02
2.99E+01,9.87E-01,9.91E-02
3.03E+01,9.95E-01,1.49E-01
3.06E+01,9.87E-01,1.97E-01
3.10E+01,9.90E-01,2.37E-01
3.13E+01,9.87E-01,2.87E-01
3.17E+01,9.90E-01,3.29E-01
3.20E+01,9.92E-01,3.79E-01
3.24E+01,1.00E+00,3.67E-01
3.27E+01,1.00E+00,3.44E-01
3.31E+01,9.97E-01,3.32E-01
3.35E+01,9.97E-01,3.12E-01
3.38E+01,1.00E+00,2.82E-01
3.42E+01,9.95E-01,2.62E-01
3.45E+01,9.97E-01,2.32E-01
3.49E+01,9.95E-01,2.04E-01
3.52E+01,9.97E-01,1.79E-01
3.56E+01,1.01E+00,1.47E-01
3.59E+01,1.00E+00,1.27E-01
3.63E+01,1.00E+00,9.91E-02
3.66E+01,1.00E+00,7.16E-02
3.70E+01,1.01E+00,4.41E-02
3.73E+01,1.00E+00,1.91E-02
3.77E+01,1.01E+00,-1.34E-02
3.80E+01,1.00E+00,-3.08E-02
3.84E+01,9.97E-01,-6.83E-02
3.87E+01,9.95E-01,-9.08E-02
3.91E+01,9.97E-01,-1.13E-01
3.94E+01,9.97E-01,-1.38E-01
3.98E+01,1.00E+00,-1.68E-01
4.01E+01,1.00E+00,-1.96E-01
4.05E+01,1.00E+00,-2.28E-01
4.08E+01,9.97E-01,-2.53E-01
4.12E+01,9.97E-01,-2.73E-01
4.15E+01,1.00E+00,-3.03E-01
4.19E+01,1.00E+00,-3.28E-01
4.23E+01,1.01E+00,-3.53E-01
4.26E+01,1.01E+00,-3.81E-01
4.30E+01,1.01E+00,-4.01E-01
4.33E+01,1.01E+00,-4.28E-01
4.37E+01,1.01E+00,-3.83E-01
4.40E+01,1.00E+00,-3.41E-01
4.44E+01,1.01E+00,-2.91E-01
4.47E+01,1.00E+00,-2.41E-01
4.51E+01,1.01E+00,-1.88E-01
4.54E+01,1.00E+00,-1.48E-01
4.58E+01,1.00E+00,-1.06E-01
4.61E+01,1.00E+00,-5.33E-02
4.65E+01,1.00E+00,-8.59E-04
4.68E+01,1.00E+00,4.16E-02
4.72E+01,1.01E+00,9.41E-02
4.75E+01,1.01E+00,1.44E-01
4.79E+01,1.01E+00,1.97E-01
4.82E+01,1.00E+00,2.42E-01
4.86E+01,1.00E+00,2.92E-01
4.89E+01,1.00E+00,3.34E-01
4.93E+01,1.00E+00,3.82E-01
4.96E+01,1.00E+00,4.36E-01
5.00E+01,1.01E+00,4.79E-01
5.04E+01,1.00E+00,5.09E-01
5.07E+01,1.00E+00,4.91E-01
5.11E+01,1.01E+00,4.69E-01
5.14E+01,1.01E+00,4.49E-01
5.18E+01,1.01E+00,4.26E-01
5.21E+01,1.01E+00,3.94E-01
5.25E+01,1.01E+00,3.64E-01
5.28E+01,1.00E+00,3.39E-01
5.32E+01,1.00E+00,3.17E-01
5.35E+01,1.00E+00,2.92E-01
5.39E+01,1.00E+00,2.62E-01
5.42E+01,1.00E+00,2.32E-01
5.46E+01,1.00E+00,2.07E-01
5.49E+01,1.00E+00,1.82E-01
5.53E+01,1.00E+00,1.49E-01
5.56E+01,1.00E+00,1.19E-01
5.60E+01,1.00E+00,7.91E-02
5.63E+01,9.95E-01,5.41E-02
5.67E+01,9.95E-01,2.16E-02
5.70E+01,9.90E-01,-5.86E-03
5.74E+01,9.85E-01,-3.58E-02
5.77E+01,9.82E-01,-6.58E-02
5.81E+01,9.82E-01,-9.33E-02
5.85E+01,9.85E-01,-1.21E-01
5.88E+01,9.85E-01,-1.46E-01
5.92E+01,9.87E-01,-1.78E-01
5.95E+01,9.85E-01,-1.98E-01
5.99E+01,9.87E-01,-2.31E-01
6.02E+01,9.80E-01,-2.63E-01
6.06E+01,9.77E-01,-2.91E-01
6.09E+01,9.77E-01,-3.21E-01
6.13E+01,9.77E-01,-3.51E-01
6.16E+01,9.77E-01,-3.73E-01
6.20E+01,9.70E-01,-4.01E-01
6.23E+01,9.67E-01,-4.28E-01
6.27E+01,9.55E-01,-4.21E-01
6.30E+01,9.55E-01,-3.73E-01
6.34E+01,9.55E-01,-3.23E-01
6.37E+01,9.60E-01,-2.66E-01
6.41E+01,9.60E-01,-2.21E-01
6.44E+01,9.57E-01,-1.76E-01
6.48E+01,9.55E-01,-1.33E-01
6.51E+01,9.52E-01,-8.58E-02
6.55E+01,9.50E-01,-3.83E-02
6.58E+01,9.47E-01,1.41E-02
6.62E+01,9.45E-01,6.41E-02
6.65E+01,9.45E-01,1.14E-01
6.69E+01,9.47E-01,1.52E-01
6.73E+01,9.47E-01,2.02E-01
6.76E+01,9.47E-01,2.47E-01
6.80E+01,9.45E-01,2.94E-01
6.83E+01,9.55E-01,3.34E-01
6.87E+01,9.65E-01,3.84E-01
6.90E+01,9.60E-01,4.29E-01
6.94E+01,9.65E-01,4.71E-01
6.97E+01,9.65E-01,5.21E-01
7.01E+01,9.65E-01,5.56E-01
7.04E+01,9.62E-01,5.46E-01
7.08E+01,9.62E-01,5.36E-01
7.11E+01,9.62E-01,5.04E-01
7.15E+01,9.60E-01,4.79E-01
7.18E+01,9.62E-01,4.49E-01
7.22E+01,9.57E-01,4.24E-01
7.25E+01,9.57E-01,4.04E-01
7.29E+01,9.57E-01,3.87E-01
7.32E+01,9.62E-01,3.52E-01
7.36E+01,9.57E-01,3.14E-01
7.39E+01,9.60E-01,2.84E-01
7.43E+01,9.57E-01,2.57E-01
7.46E+01,9.55E-01,2.27E-01
7.50E+01,9.55E-01,2.02E-01
7.54E+01,9.57E-01,1.82E-01
7.57E+01,9.60E-01,1.57E-01
7.61E+01,9.57E-01,1.27E-01
7.64E+01,9.62E-01,1.07E-01
7.68E+01,9.67E-01,8.41E-02
7.71E+01,9.52E-01,5.16E-02
7.75E+01,9.62E-01,3.66E-02
7.78E+01,9.60E-01,6.64E-03
7.82E+01,9.55E-01,-2.34E-02
7.85E+01,9.57E-01,-4.33E-02
7.89E+01,9.57E-01,-7.33E-02
7.92E+01,9.57E-01,-9.58E-02
7.96E+01,9.57E-01,-1.21E-01
7.99E+01,9.62E-01,-1.48E-01
8.03E+01,9.60E-01,-1.76E-01
8.06E+01,9.67E-01,-2.03E-01
8.10E+01,9.62E-01,-2.28E-01
8.13E+01,9.57E-01,-2.56E-01
8.17E+01,9.55E-01,-2.83E-01
8.20E+01,9.62E-01,-3.16E-01
8.24E+01,9.60E-01,-3.33E-01
8.27E+01,9.62E-01,-3.58E-01
8.31E+01,9.65E-01,-3.96E-01
8.35E+01,9.62E-01,-4.18E-01
8.38E+01,9.57E-01,-4.46E-01
8.42E+01,9.52E-01,-4.73E-01
8.45E+01,9.57E-01,-4.63E-01
8.49E+01,9.67E-01,-4.08E-01
8.52E+01,9.57E-01,-3.53E-01
8.56E+01,9.60E-01,-3.13E-01
8.59E+01,9.65E-01,-2.71E-01
8.63E+01,9.67E-01,-2.28E-01
8.66E+01,9.67E-01,-1.76E-01
8.70E+01,9.77E-01,-1.26E-01
8.73E+01,9.67E-01,-8.58E-02
8.77E+01,9.77E-01,-4.08E-02
8.80E+01,9.77E-01,6.64E-03
8.84E+01,9.77E-01,5.66E-02
8.87E+01,9.82E-01,9.16E-02
8.91E+01,9.80E-01,1.52E-01
8.94E+01,9.87E-01,1.92E-01
8.98E+01,9.77E-01,2.34E-01
9.01E+01,9.87E-01,2.67E-01
9.05E+01,9.97E-01,3.19E-01
9.08E+01,1.00E+00,3.74E-01
9.12E+01,1.00E+00,4.16E-01
9.15E+01,1.00E+00,4.59E-01
9.19E+01,9.97E-01,5.16E-01
9.23E+01,9.97E-01,5.61E-01
9.26E+01,1.00E+00,6.09E-01
9.33E+01,-3.00E-02,-2.05E+00
9.37E+01,-3.28E-02,-2.01E+00
9.40E+01,-3.28E-02,-1.97E+00
9.44E+01,-2.44E-02,-1.93E+00
9.47E+01,-1.88E-02,-1.89E+00
9.51E+01,-2.44E-02,-1.89E+00
