t,x,y
3.42E+01,-3.41E-01,2.78E-01
3.45E+01,-3.38E-01,2.69E-01
3.49E+01,-3.38E-01,2.54E-01
3.52E+01,-3.36E-01,2.38E-01
3.56E+01,-3.36E-01,2.20E-01
3.59E+01,-3.36E-01,2.05E-01
3.63E+01,-3.36E-01,1.91E-01
3.66E+01,-3.32E-01,1.78E-01
3.70E+01,-3.29E-01,1.67E-01
3.73E+01,-3.29E-01,1.42E-01
3.77E+01,-3.29E-01,1.31E-01
3.80E+01,-3.29E-01,1.22E-01
3.84E+01,-3.32E-01,1.11E-01
3.87E+01,-3.34E-01,9.35E-02
3.91E+01,-3.34E-01,7.57E-02
3.94E+01,-3.41E-01,6.01E-02
3.98E+01,-3.41E-01,4.90E-02
4.01E+01,-3.38E-01,3.12E-02
4.05E+01,-3.41E-01,1.34E-02
4.08E+01,-3.38E-01,6.68E-03
4.12E+01,-3.38E-01,-6.68E-03
4.15E+01,-3.41E-01,-2.67E-02
4.19E+01,-3.41E-01,-4.23E-02
4.23E+01,-3.45E-01,-4.67E-02
4.26E+01,-3.45E-01,-6.23E-02
4.30E+01,-3.43E-01,-8.24E-02
4.33E+01,-3.45E-01,-9.57E-02
4.37E+01,-3.52E-01,-4.67E-02
4.40E+01,-3.52E-01,-1.11E-02
4.44E+01,-3.52E-01,4.01E-02
4.47E+01,-3.49E-01,8.24E-02
4.51E+01,-3.49E-01,1.34E-01
4.54E+01,-3.49E-01,1.80E-01
4.58E+01,-3.47E-01,2.27E-01
4.61E+01,-3.45E-01,2.76E-01
4.65E+01,-3.45E-01,3.21E-01
4.68E+01,-3.45E-01,3.72E-01
4.72E+01,-3.41E-01,4.18E-01
4.75E+01,-3.43E-01,4.63E-01
4.79E+01,-3.38E-01,4.99E-01
4.82E+01,-3.49E-01,5.45E-01
4.86E+01,-3.47E-01,5.81E-01
