t,x,y
2.89E+01,-4.22E-01,-3.94E-01
2.92E+01,-4.13E-01,-3.71E-01
2.96E+01,-4.17E-01,-3.48E-01
2.99E+01,-4.22E-01,-3.16E-01
3.03E+01,-4.17E-01,-2.84E-01
3.06E+01,-4.08E-01,-2.61E-01
3.10E+01,-4.08E-01,-2.42E-01
3.13E+01,-4.08E-01,-2.05E-01
3.17E+01,-4.03E-01,-1.68E-01
3.20E+01,-4.03E-01,-1.45E-01
3.24E+01,-4.03E-01,-1.22E-01
3.27E+01,-3.94E-01,-9.89E-02
3.31E+01,-3.94E-01,-6.66E-02
3.35E+01,-3.90E-01,-4.35E-02
3.38E+01,-3.90E-01,-1.58E-02
3.42E+01,-3.90E-01,1.19E-02
3.45E+01,-3.90E-01,3.96E-02
3.49E+01,-3.94E-01,6.27E-02
3.52E+01,-4.03E-01,9.97E-02
3.56E+01,-4.03E-01,1.18E-01
3.59E+01,-4.08E-01,1.14E-01
3.63E+01,-3.90E-01,1.04E-01
3.66E+01,-3.99E-01,9.51E-02
3.70E+01,-3.99E-01,9.51E-02
3.73E+01,-3.90E-01,5.81E-02
3.77E+01,-3.76E-01,4.43E-02
3.80E+01,-3.80E-01,1.65E-02
3.84E+01,-3.85E-01,7.31E-03
3.87E+01,-3.85E-01,2.69E-03
3.91E+01,-3.90E-01,-1.12E-02
3.94E+01,-3.76E-01,-2.04E-02
3.98E+01,-3.76E-01,-3.89E-02
4.01E+01,-3.90E-01,-5.73E-02
4.05E+01,-3.90E-01,-6.20E-02
4.08E+01,-3.85E-01,-7.58E-02
4.12E+01,-3.90E-01,-9.43E-02
4.15E+01,-3.90E-01,-9.89E-02
4.19E+01,-3.85E-01,-1.13E-01
4.23E+01,-3.94E-01,-1.08E-01
4.26E+01,-3.90E-01,-1.31E-01
4.30E+01,-3.90E-01,-1.45E-01
4.33E+01,-3.85E-01,-1.59E-01
4.37E+01,-3.90E-01,-1.73E-01
4.40E+01,-3.90E-01,-1.96E-01
4.44E+01,-3.90E-01,-2.05E-01
4.47E+01,-3.90E-01,-1.87E-01
4.51E+01,-3.94E-01,-1.68E-01
4.54E+01,-3.94E-01,-1.45E-01
4.58E+01,-3.90E-01,-1.17E-01
4.61E+01,-3.94E-01,-8.04E-02
4.65E+01,-3.90E-01,-5.73E-02
4.68E+01,-3.90E-01,-2.96E-02
4.72E+01,-3.85E-01,-1.12E-02
4.75E+01,-3.90E-01,1.65E-02
4.79E+01,-3.76E-01,4.43E-02
4.82E+01,-3.80E-01,7.66E-02
4.86E+01,-3.85E-01,1.04E-01
4.89E+01,-3.85E-01,1.32E-01
4.93E+01,-3.90E-01,1.60E-01
4.96E+01,-3.76E-01,1.78E-01
5.00E+01,-3.85E-01,2.06E-01
5.04E+01,-3.76E-01,2.38E-01
5.07E+01,-3.85E-01,2.57E-01
5.11E+01,-3.76E-01,2.84E-01
5.14E+01,-3.85E-01,3.12E-01
5.18E+01,-3.76E-01,3.31E-01
5.21E+01,-3.85E-01,3.54E-01
5.25E+01,-3.71E-01,3.95E-01
5.28E+01,-3.90E-01,4.23E-01
5.32E+01,-3.90E-01,4.37E-01
5.35E+01,-3.76E-01,4.60E-01
5.39E+01,-3.76E-01,4.97E-01
