t,x,y
1.83E+01,-2.89E-01,-1.23E-01
1.87E+01,-2.89E-01,-1.54E-01
1.90E+01,-2.83E-01,-1.91E-01
1.94E+01,-2.89E-01,-2.28E-01
1.97E+01,-2.83E-01,-2.72E-01
2.01E+01,-2.76E-01,-3.03E-01
2.04E+01,-2.76E-01,-3.40E-01
2.08E+01,-2.95E-01,-3.77E-01
2.11E+01,-2.83E-01,-4.15E-01
2.15E+01,-2.95E-01,-4.52E-01
2.18E+01,-2.83E-01,-4.95E-01
2.22E+01,-2.83E-01,-5.32E-01
2.25E+01,-2.83E-01,-5.76E-01
2.29E+01,-2.70E-01,-6.01E-01
2.32E+01,-2.70E-01,-6.38E-01
2.36E+01,-2.70E-01,-6.75E-01
2.39E+01,-2.76E-01,-7.13E-01
2.43E+01,-2.76E-01,-7.37E-01
2.46E+01,-2.83E-01,-7.81E-01
2.50E+01,-2.89E-01,-8.24E-01
2.54E+01,-2.83E-01,-8.62E-01
2.57E+01,-2.83E-01,-9.05E-01
2.61E+01,-2.89E-01,-9.42E-01
2.64E+01,-2.89E-01,-9.48E-01
2.68E+01,-2.89E-01,-9.30E-01
2.71E+01,-2.89E-01,-9.05E-01
2.75E+01,-3.07E-01,-8.74E-01
2.78E+01,-2.95E-01,-8.55E-01
2.82E+01,-2.95E-01,-8.24E-01
2.85E+01,-2.95E-01,-7.93E-01
2.89E+01,-2.95E-01,-7.75E-01
2.92E+01,-3.01E-01,-7.50E-01
2.96E+01,-2.95E-01,-7.06E-01
2.99E+01,-2.83E-01,-6.88E-01
3.03E+01,-2.95E-01,-6.69E-01
3.06E+01,-2.89E-01,-6.44E-01
3.10E+01,-2.89E-01,-6.13E-01
3.13E+01,-2.83E-01,-5.82E-01
3.17E+01,-2.83E-01,-5.57E-01
3.20E+01,-2.83E-01,-5.20E-01
3.24E+01,-2.89E-01,-4.95E-01
3.27E+01,-2.95E-01,-4.64E-01
3.31E+01,-2.95E-01,-4.52E-01
3.35E+01,-2.89E-01,-4.27E-01
3.38E+01,-2.89E-01,-4.08E-01
3.42E+01,-2.89E-01,-4.15E-01
3.45E+01,-2.89E-01,-4.39E-01
3.49E+01,-2.89E-01,-4.70E-01
3.52E+01,-2.89E-01,-5.20E-01
3.56E+01,-2.89E-01,-5.51E-01
3.59E+01,-2.89E-01,-5.82E-01
3.63E+01,-2.95E-01,-6.26E-01
3.66E+01,-2.89E-01,-6.69E-01
3.70E+01,-2.95E-01,-7.06E-01
3.73E+01,-2.95E-01,-7.50E-01
3.77E+01,-2.95E-01,-7.87E-01
3.80E+01,-2.95E-01,-8.12E-01
3.84E+01,-2.95E-01,-8.55E-01
3.87E+01,-3.01E-01,-8.93E-01
3.91E+01,-2.89E-01,-9.30E-01
3.94E+01,-2.83E-01,-9.73E-01
3.98E+01,-2.83E-01,-9.92E-01
4.01E+01,-2.83E-01,-1.03E+00
4.05E+01,-2.70E-01,-1.07E+00
4.08E+01,-2.76E-01,-1.11E+00
4.12E+01,-2.76E-01,-1.15E+00
4.15E+01,-2.76E-01,-1.20E+00
4.19E+01,-2.76E-01,-1.23E+00
4.23E+01,-2.83E-01,-1.27E+00
4.26E+01,-2.70E-01,-1.31E+00
4.30E+01,-2.64E-01,-1.35E+00
4.33E+01,-2.64E-01,-1.38E+00
4.37E+01,-2.70E-01,-1.38E+00
4.40E+01,-2.64E-01,-1.35E+00
4.44E+01,-2.70E-01,-1.32E+00
4.47E+01,-2.64E-01,-1.30E+00
4.51E+01,-2.64E-01,-1.28E+00
4.54E+01,-2.58E-01,-1.25E+00
4.58E+01,-2.64E-01,-1.22E+00
4.61E+01,-2.64E-01,-1.20E+00
4.65E+01,-2.70E-01,-1.17E+00
4.68E+01,-2.70E-01,-1.13E+00
4.72E+01,-2.70E-01,-1.11E+00
4.75E+01,-2.76E-01,-1.09E+00
4.79E+01,-2.70E-01,-1.06E+00
4.82E+01,-2.64E-01,-1.04E+00
4.86E+01,-2.64E-01,-1.01E+00
4.89E+01,-2.64E-01,-9.86E-01
4.93E+01,-2.58E-01,-9.67E-01
4.96E+01,-2.58E-01,-9.42E-01
5.00E+01,-2.58E-01,-9.17E-01
5.04E+01,-2.64E-01,-8.86E-01
5.07E+01,-2.64E-01,-8.68E-01
5.11E+01,-2.64E-01,-8.80E-01
5.14E+01,-2.64E-01,-9.05E-01
5.18E+01,-2.64E-01,-9.36E-01
5.21E+01,-2.64E-01,-9.79E-01
5.25E+01,-2.70E-01,-1.02E+00
5.28E+01,-2.70E-01,-1.05E+00
5.32E+01,-2.70E-01,-1.08E+00
5.35E+01,-2.64E-01,-1.12E+00
5.39E+01,-2.64E-01,-1.17E+00
5.42E+01,-2.64E-01,-1.22E+00
5.46E+01,-2.64E-01,-1.23E+00
5.49E+01,-2.70E-01,-1.28E+00
5.53E+01,-2.58E-01,-1.32E+00
5.56E+01,-2.64E-01,-1.36E+00
5.60E+01,-2.58E-01,-1.41E+00
5.63E+01,-2.58E-01,-1.45E+00
5.67E+01,-2.64E-01,-1.50E+00
5.70E+01,-2.64E-01,-1.54E+00
5.74E+01,-2.64E-01,-1.58E+00
5.77E+01,-2.64E-01,-1.61E+00
5.81E+01,-2.76E-01,-1.64E+00
5.85E+01,-2.70E-01,-1.68E+00
5.88E+01,-2.76E-01,-1.72E+00
5.92E+01,-2.70E-01,-1.76E+00
5.95E+01,-2.70E-01,-1.80E+00
5.99E+01,-2.76E-01,-1.84E+00
6.02E+01,-2.76E-01,-1.88E+00
6.06E+01,-2.83E-01,-1.92E+00
6.09E+01,-2.83E-01,-1.95E+00
6.13E+01,-3.01E-01,-1.94E+00
6.16E+01,-2.95E-01,-1.92E+00
6.20E+01,-2.95E-01,-1.88E+00
6.23E+01,-2.83E-01,-1.87E+00
6.27E+01,-2.83E-01,-1.84E+00
6.30E+01,-2.83E-01,-1.82E+00
6.34E+01,-2.83E-01,-1.79E+00
6.37E+01,-2.95E-01,-1.77E+00
6.41E+01,-2.95E-01,-1.75E+00
6.44E+01,-2.95E-01,-1.72E+00
6.48E+01,-2.95E-01,-1.69E+00
6.51E+01,-2.95E-01,-1.67E+00
6.55E+01,-2.89E-01,-1.65E+00
6.58E+01,-2.89E-01,-1.63E+00
6.62E+01,-2.83E-01,-1.59E+00
6.65E+01,-2.83E-01,-1.57E+00
6.69E+01,-2.83E-01,-1.56E+00
6.73E+01,-2.76E-01,-1.53E+00
6.76E+01,-2.70E-01,-1.49E+00
6.80E+01,-2.70E-01,-1.47E+00
6.83E+01,-2.83E-01,-1.44E+00
6.87E+01,-2.89E-01,-1.42E+00
6.90E+01,-2.89E-01,-1.40E+00
6.94E+01,-2.95E-01,-1.38E+00
6.97E+01,-2.95E-01,-1.35E+00
7.01E+01,-2.95E-01,-1.35E+00
7.04E+01,-2.89E-01,-1.39E+00
7.08E+01,-2.76E-01,-1.43E+00
7.11E+01,-2.89E-01,-1.46E+00
7.15E+01,-2.95E-01,-1.50E+00
7.18E+01,-2.95E-01,-1.54E+00
7.22E+01,-2.95E-01,-1.58E+00
7.25E+01,-2.89E-01,-1.62E+00
7.29E+01,-2.89E-01,-1.65E+00
7.32E+01,-2.83E-01,-1.68E+00
7.36E+01,-2.83E-01,-1.72E+00
7.39E+01,-2.89E-01,-1.76E+00
7.43E+01,-2.89E-01,-1.81E+00
7.46E+01,-2.83E-01,-1.84E+00
7.50E+01,-2.89E-01,-1.88E+00
7.54E+01,-2.89E-01,-1.92E+00
7.57E+01,-2.83E-01,-1.95E+00
7.61E+01,-2.89E-01,-1.99E+00
7.64E+01,-2.83E-01,-2.02E+00
7.68E+01,-2.83E-01,-2.07E+00
7.71E+01,-2.83E-01,-2.11E+00
7.75E+01,-2.76E-01,-2.15E+00
7.78E+01,-2.83E-01,-2.18E+00
7.82E+01,-2.76E-01,-2.23E+00
7.85E+01,-2.64E-01,-2.27E+00
7.89E+01,-2.89E-01,-2.31E+00
7.92E+01,-2.95E-01,-2.36E+00
7.96E+01,-2.83E-01,-2.39E+00
7.99E+01,-2.83E-01,-2.43E+00
8.03E+01,-2.76E-01,-2.46E+00
8.06E+01,-2.83E-01,-2.50E+00
8.10E+01,-2.83E-01,-2.54E+00
8.13E+01,-2.89E-01,-2.55E+00
8.17E+01,-2.95E-01,-2.53E+00
8.20E+01,-2.95E-01,-2.51E+00
8.24E+01,-2.95E-01,-2.47E+00
8.27E+01,-2.95E-01,-2.44E+00
8.31E+01,-2.89E-01,-2.41E+00
8.35E+01,-3.07E-01,-2.40E+00
8.38E+01,-2.95E-01,-2.37E+00
8.42E+01,-2.95E-01,-2.35E+00
8.45E+01,-2.95E-01,-2.33E+00
8.49E+01,-2.83E-01,-2.31E+00
8.52E+01,-2.83E-01,-2.28E+00
8.56E+01,-2.83E-01,-2.26E+00
8.59E+01,-2.89E-01,-2.23E+00
8.63E+01,-2.89E-01,-2.21E+00
8.66E+01,-2.95E-01,-2.18E+00
8.70E+01,-2.95E-01,-2.15E+00
8.73E+01,-2.89E-01,-2.12E+00
8.77E+01,-2.89E-01,-2.10E+00
8.80E+01,-2.89E-01,-2.07E+00
8.84E+01,-2.89E-01,-2.05E+00
8.87E+01,-2.83E-01,-2.02E+00
8.91E+01,-2.76E-01,-2.00E+00
8.94E+01,-2.76E-01,-1.97E+00
8.98E+01,-2.83E-01,-1.96E+00
9.01E+01,-2.95E-01,-1.92E+00
9.05E+01,-2.89E-01,-1.90E+00
9.08E+01,-2.95E-01,-1.88E+00
9.12E+01,-2.89E-01,-1.84E+00
9.15E+01,-2.89E-01,-1.81E+00
9.19E+01,-2.95E-01,-1.80E+00
9.23E+01,-2.83E-01,-1.76E+00
9.26E+01,-3.07E-01,-1.75E+00
9.30E+01,-3.01E-01,-1.79E+00
